Reference,Vial,Species,mtORF,psba_Clade,psba_forwardQC,psba_reverseQC,psba_ID,mt_forwardQC,mt_reverseQC,mtorf_ID,sample_name,Reef,Site,DateCollect,catBleaching,Depth,DHW2020,Lat,Long,Exposure,Aspect,Sector,maxDHW,meanDHW,recent.maxDHW,recent.meanDHW,DHW2,DHW3,DHW4,DHW6,DHW8,DHW9,returnDHW3,returnDHW4,returnDHW6,meanSST,minSST,maxSST,rangeSST,varSST,Month,MMM
502,P ver 285,Pverrucosa,,,,,,,,,Plate4_D007,Holmes,Holmes 7,8/3/2020,2,8.06,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
377,P ver 286,Pmeandrina,,PmeaC4,Bad,Bad,psba1_G06,,,,Plate4_E007,Holmes,Holmes 7,8/3/2020,1,7.42,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
204,A ten 234,Ahumilis,,,,,,,,,Plate6_A010,Holmes,Holmes 7,8/3/2020,1,7.4,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
197,A ten 227,Ahumilis,,,,,,,,,Plate6_F009,Holmes,Holmes 7,8/3/2020,1,6.8,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
201,A ten 231,Ahumilis,,,,,,,,,Plate6_G009,Holmes,Holmes 7,8/3/2020,2,10.6,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
202,A ten 232,Ahumilis,,,,,,,,,Plate6_H009,Holmes,Holmes 7,8/3/2020,1,11,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
203,A ten 233,Ahumilis,,,,,,,,,Plate7_A007,Holmes,Holmes 7,8/3/2020,1,7.1,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
205,A ten 235,Ahumilis,,AcroC8,Good,Good,psba1_G11,,,,Plate7_B007,Holmes,Holmes 7,8/3/2020,1,12.3,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
206,A ten 236,Ahumilis,,,,,,,,,Plate7_C007,Holmes,Holmes 7,8/3/2020,2,10.3,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
198,A ten 228,Ahumilis,,,,,,,,,Plate7_F006,Holmes,Holmes 7,8/3/2020,2,11.6,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
199,A ten 229,Ahumilis,,,,,,,,,Plate7_G006,Holmes,Holmes 7,8/3/2020,1,12.3,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
200,A ten 230,Ahumilis,,,,,,,,,Plate7_H006,Holmes,Holmes 7,8/3/2020,2,13.2,9.67,16.42693,147.98442,Semi-sheltered,NW,Central,11,2.188611111,11,5.4,8,8,6,5,3,3,4.714285714,6.6,8.25,26.61521342,23.67769231,29.91846154,6.240769231,2.536093596,2,28.76
464,P ver 201,Pverrucosa,,,,,,,,,Plate1_B007,Lihou,Lihou 1,4/3/2020,4,6.13,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
459,P ver 193,Pverrucosa,,,,,,,,,Plate1_E006,Lihou,Lihou 1,4/3/2020,4,7.42,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
460,P ver 194,Pverrucosa,,,,,,,,,Plate1_F006,Lihou,Lihou 1,4/3/2020,4,7.74,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
461,P ver 195,Pverrucosa,,,,,,,,,Plate1_G006,Lihou,Lihou 1,4/3/2020,4,6.45,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
342,P ver 198,Pmeandrina,,,,,,,,,Plate1_H006,Lihou,Lihou 1,4/3/2020,3,4.84,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
462,P ver 196,Pverrucosa,,PverC1,Good,Good,psba1_C04,,,,Plate2_F006,Lihou,Lihou 1,4/3/2020,4,3.87,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
463,P ver 199,Pverrucosa,,,,,,,,,Plate2_H006,Lihou,Lihou 1,4/3/2020,3,5.48,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
458,P ver 192,Pverrucosa,,,,,,,,,Plate4_D006,Lihou,Lihou 1,4/3/2020,4,8.06,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
157,A ten 181,Ahumilis,,,,,,,,,Plate5_A009,Lihou,Lihou 1,4/3/2020,4,7.1,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
158,A ten 182,Ahumilis,,AcroC7,Bad,Good,psba1_F07,,,,Plate5_B009,Lihou,Lihou 1,4/3/2020,4,5.8,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
159,A ten 183,Ahumilis,,,,,,,,,Plate5_C009,Lihou,Lihou 1,4/3/2020,5,9,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
160,A ten 184,Ahumilis,,,,,,,,,Plate5_D009,Lihou,Lihou 1,4/3/2020,4,8.4,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
150,A ten 174,Ahumilis,,,,,,,,,Plate5_F008,Lihou,Lihou 1,4/3/2020,5,5.5,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
152,A ten 176,Ahumilis,,,,,,,,,Plate5_G008,Lihou,Lihou 1,4/3/2020,4,5.8,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
155,A ten 179,Ahumilis,,,,,,,,,Plate5_H008,Lihou,Lihou 1,4/3/2020,5,7.4,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
146,A ten 170,Ahumilis,,,,,,,,,Plate6_B008,Lihou,Lihou 1,4/3/2020,3,6.5,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
153,A ten 177,Ahumilis,,,,,,,,,Plate6_C008,Lihou,Lihou 1,4/3/2020,4,6.1,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
154,A ten 178,Ahumilis,,,,,,,,,Plate6_D008,Lihou,Lihou 1,4/3/2020,5,7.7,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
145,A ten 169,Ahumilis,,AcroC7,Good,Good,psba1_A09,,,,Plate7_C004,Lihou,Lihou 1,4/3/2020,2,6.5,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
147,A ten 171,Ahumilis,,,,,,,,,Plate7_D004,Lihou,Lihou 1,4/3/2020,2,6.8,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
148,A ten 172,Ahumilis,,,,,,,,,Plate7_E004,Lihou,Lihou 1,4/3/2020,4,8.1,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
149,A ten 173,Ahumilis,,,,,,,,,Plate7_F004,Lihou,Lihou 1,4/3/2020,4,5.2,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
151,A ten 175,Ahumilis,,,,,,,,,Plate7_G004,Lihou,Lihou 1,4/3/2020,4,5.5,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
156,A ten 180,Ahumilis,,AcroC6,Good,Good,psba1_E12,,,,Plate7_H004,Lihou,Lihou 1,4/3/2020,4,7.7,7.719999827,17.59707,151.48956,Sheltered,NW,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
346,P ver 213,Pmeandrina,,,,,,,,,Plate1_A008,Lihou,Lihou 2,4/3/2020,4,8.39,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
347,P ver 216,Pmeandrina,,,,,,,,,Plate1_B008,Lihou,Lihou 2,4/3/2020,2,10.32,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
465,P ver 202,Pverrucosa,,,,,,,,,Plate1_C007,Lihou,Lihou 2,4/3/2020,4,9.35,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
474,P ver 218,Pverrucosa,,,,,,,,,Plate1_C008,Lihou,Lihou 2,4/3/2020,2,5.81,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
343,P ver 203,Pmeandrina,,,,,,,,,Plate1_D007,Lihou,Lihou 2,4/3/2020,2,9.68,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
467,P ver 206,Pverrucosa,,,,,,,,,Plate1_E007,Lihou,Lihou 2,4/3/2020,3,7.1,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
469,P ver 208,Pverrucosa,,,,,,,,,Plate1_F007,Lihou,Lihou 2,4/3/2020,5,6.13,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
345,P ver 211,Pmeandrina,,,,,,,,,Plate1_G007,Lihou,Lihou 2,4/3/2020,3,10,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
471,P ver 212,Pverrucosa,,,,,,,,,Plate1_H007,Lihou,Lihou 2,4/3/2020,3,10.32,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
468,P ver 207,Pverrucosa,,,,,,,,,Plate2_A007,Lihou,Lihou 2,4/3/2020,3,8.39,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
472,P ver 215,Pverrucosa,,,,,,,,,Plate2_D007,Lihou,Lihou 2,4/3/2020,3,9.68,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
475,P ver 219,Pverrucosa,,,,,,,,,Plate2_E007,Lihou,Lihou 2,4/3/2020,2,9.68,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
466,P ver 204,Pverrucosa,,,,,,,,,Plate3_E006,Lihou,Lihou 2,4/3/2020,4,6.13,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
470,P ver 210,Pverrucosa,,,,,,,,,Plate3_F006,Lihou,Lihou 2,4/3/2020,6,8.06,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
473,P ver 217,Pverrucosa,,PverC1,Bad,Good,psba1_H05,,,,Plate3_G006,Lihou,Lihou 2,4/3/2020,3,10,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
344,P ver 205,Pmeandrina,,,,,,,,,Plate4_E006,Lihou,Lihou 2,4/3/2020,5,7.42,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
170,A ten 194,Ahumilis,,AcroC7,Good,Good,psba1_C07,,,,Plate5_A010,Lihou,Lihou 2,4/3/2020,6,6.1,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
173,A ten 197,Ahumilis,,,,,,,,,Plate5_B010,Lihou,Lihou 2,4/3/2020,4,10.3,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
174,A ten 198,Ahumilis,,,,,,,,,Plate5_C010,Lihou,Lihou 2,4/3/2020,4,10.6,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
163,A ten 187,Ahumilis,,AcroC7,Good,Good,psba1_E08,,,,Plate5_E009,Lihou,Lihou 2,4/3/2020,3,9,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
164,A ten 188,Ahumilis,,,,,,,,,Plate5_F009,Lihou,Lihou 2,4/3/2020,1,7.7,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
168,A ten 192,Ahumilis,,,,,,,,,Plate5_G009,Lihou,Lihou 2,4/3/2020,4,8.4,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
169,A ten 193,Ahumilis,,,,,,,,,Plate5_H009,Lihou,Lihou 2,4/3/2020,3,10.3,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
161,A ten 185,Ahumilis,,,,,,,,,Plate6_E008,Lihou,Lihou 2,4/3/2020,4,7.4,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
165,A ten 189,Ahumilis,,,,,,,,,Plate6_F008,Lihou,Lihou 2,4/3/2020,3,7.1,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
167,A ten 191,Ahumilis,,,,,,,,,Plate6_G008,Lihou,Lihou 2,4/3/2020,2,9.4,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
162,A ten 186,Ahumilis,,,,,,,,,Plate7_A005,Lihou,Lihou 2,4/3/2020,3,9,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
166,A ten 190,Ahumilis,,,,,,,,,Plate7_B005,Lihou,Lihou 2,4/3/2020,5,9,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
171,A ten 195,Ahumilis,,AcroC5,Bad,Good,psba1_H11,,,,Plate7_C005,Lihou,Lihou 2,4/3/2020,1,10,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
172,A ten 196,Ahumilis,,,,,,,,,Plate7_D005,Lihou,Lihou 2,4/3/2020,5,10.6,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
175,A ten 199,Ahumilis,,,,,,,,,Plate7_E005,Lihou,Lihou 2,4/3/2020,4,10.6,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
176,A ten 200,Ahumilis,,,,,,,,,Plate7_F005,Lihou,Lihou 2,4/3/2020,2,8.1,7.719999827,17.59065,151.50027,Sheltered,N,Central,11.50999974,2.617777719,11.11999975,5.443999878,9,9,8,5,3,3,4.125,4.714285714,4,26.2792278,23.40461538,29.45730769,6.052692308,2.389980067,2,28.35
412,P ver 101,Pverrucosa,,,,,,,,,Plate1_A005,Marion,Marion 6,24/2/2020,3,9.68,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
314,P ver 092,Pmeandrina,,PmeaC2,Good,Good,psba1_C02,,,,Plate2_A004,Marion,Marion 6,24/2/2020,3,5.16,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
315,P ver 095,Pmeandrina,,,,,,,,,Plate2_B004,Marion,Marion 6,24/2/2020,4,8.06,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
316,P ver 097,Pmeandrina,,,,,,,,,Plate2_D004,Marion,Marion 6,24/2/2020,5,6.45,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
413,P ver 103,Pverrucosa,,,,,,,,,Plate2_E004,Marion,Marion 6,24/2/2020,2,7.42,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
317,P ver 104,Pmeandrina,,,,,,,,,Plate2_F004,Marion,Marion 6,24/2/2020,5,10,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
318,P ver 105,Pverrucosa,,,,,,,,,Plate2_G004,Marion,Marion 6,24/2/2020,2,10.65,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
321,P ver 112,Pmeandrina,,,,,,,,,Plate2_H004,Marion,Marion 6,24/2/2020,3,9.68,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
417,P ver 113,Pverrucosa,,,,,,,,,Plate3_A004,Marion,Marion 6,24/2/2020,2,9.68,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
313,P ver 091,Pmeandrina,,,,,,,,,Plate3_G003,Marion,Marion 6,24/2/2020,5,3.87,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
409,P ver 093,Pverrucosa,,,,,,,,,Plate3_H003,Marion,Marion 6,24/2/2020,2,4.52,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
410,P ver 098,Pverrucosa,,,,,,,,,Plate4_A002,Marion,Marion 6,24/2/2020,2,6.45,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
411,P ver 099,Pverrucosa,,,,,,,,,Plate4_B002,Marion,Marion 6,24/2/2020,2,7.42,6.219999861,19.12125,152.39993,Exposed,SE,Central,12.68999972,2.305555504,11.37999975,4.579999898,9,9,7,4,2,2,4.125,5.5,5.333333333,25.89770985,22.915,29.17230769,6.257307692,2.618386618,2,28.1
